,metadata_json,PMCIDS,keywords,TPS_match,terms
10,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3779162/eupmc_result.json,PMC3779162,NaN," Terpene synthases genes (TPSs) can be generally divided into seven subfamilies, i', ', TPS-a to TPS-g', ', defined another TPS-h subfamily specifically for the TPSs identified in  Selaginellamoellendorffii', ' TPS-e/f subfamilies are maimly found in vascular plants', ' The TPS-d group is the only group that was not detected within the cotton TPS family; this group is only found in gymnosperms  17', ' A phylogenetic tree of all aligned TPSs is shown in  Figure   S2 and the distribution of TPSs identified in three species i', '    raimondii is TPS-a, and 44 TPSs were identified in the genome sequences', ' TPS-a is mainly responsible for the synthesis of sesquiterpenes and is considered to be the most diverse TPSs among the whole family', ' Seven and five TPSs were identified as TPS-a in  G', ' Many TPSs showed tissue specific expression and thus may explain the limited number of TPSs detected in the two species', ' TPS-b subfamily is mainly responsible for the synthesis of monoterpenes and ranks the second in  Gossypium TPSs subfamilies', ' Interestingly, only one TPS-g like sequence can be found in all three cotton species, indicating the importance of this unique TPS gene', ' TPS-g subfamily is thought to be mainly responsible for the synthesis of monoterpenes and the lack of RRx  8W motif makes it distinguished from TPS-b subfamily'",terpene synthase
11,/Users/sagar/Desktop/me/corpus/tps_plant/PMC8307374/eupmc_result.json,PMC8307374,"Fungi', 'Evolution', 'Diterpene', 'Sesterterpene', 'Chimeric Terpene Synthases'"," Each of PTTS040, 050, 067, 086, and 106 produced the known sesterterpene (-)-variculatriene B ( 7), which is also produced by the AtTPS19 Y428D variant of the plant  Arabidopsis thaliana ( 33)', ' Likewise, PTTS036 produced fusaproliferene ( 10), another product of the AtTPS19 Y428D variant ( 33)', ' PTTS125 produced brassitetraene A ( 8) and brassitetraene B ( 9), which are unified 15/5 bicyclic sesterterpene intermediates of three plant sesterterpene synthases (Cr089 from  Capsella rubella, AtTPS17 from  A'",terpene synthase
12,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6099575/eupmc_result.json,PMC6099575,"Expression pattern', 'Marchantia paleacea', 'Alkenal Double Bond Reductase', 'Hydroxycinnamyl Aldehydes', 'Microbial Type'"," As is the case for terpene synthases (TPS) in  Selaginella moellendorffii, TPSs can be divided into two groups designated as  S', ' moellendorffii TPS proteins (SmTPSs) and  S', ' moellendorffii microbial TPS-like proteins (SmMTPSLs)  20', ' paleacea in plant defense, just as some  SmMTPSL genes were induced by alamethicin treatment to emit terpenes  20'",terpene synthase
13,/Users/sagar/Desktop/me/corpus/tps_plant/PMC7099616/eupmc_result.json,PMC7099616,"Transcriptional Profiling', 'Avrht1', 'Ecp6', 'Six13-like', 'Effector Sequencing'",,NaN
14,/Users/sagar/Desktop/me/corpus/tps_plant/PMC7417412/eupmc_result.json,PMC7417412,"Evolution', 'Maize', 'Grasses', 'Terpene synthase', 'Ancestral Sequence Reconstruction'","Results Most of the  TPS-a genes in the Poaceae belong to five well-defined clades In order to identify  TPS-a genes from the Poaceae, we constructed a phylogenetic tree of terpene synthase genes that were extracted using BLASTP analysis from six grass species, including  Zea mays,  Sorghum bicolor,  Setaria italica,  Panicum virgatum,  Oryza sativa, and  Brachypodium distachyon, and a number of other monocotyledonous and dicotyledonous species available in the NCBI database and the Phytozome 9', '  2011), all obtained  TPS genes clustered into one of the established TPS subfamilies  TPS-a,  TPS-b,  TPS-c,  TPS-e,  TPS-f, and  TPS-g', ' The  TPS-a genes formed two groups, one containing genes from dicotyledonous species and the other containing genes of monocotyledonous species (Supplemental Figure S1, Chen et al', ' A deeper dendrogram analysis of the identified monocotyledonous  TPS-a genes revealed five well-defined monophyletic clades, Iâ€“V, each of which possessed exclusively  TPS-a genes from the Poaceae (Fig', ' Four other Poaceae  TPS-a genes, from rice, sorghum, and bamboo, were found to form a very basal clade among the monocotyledonous  TPS-a subfamily, while  TPS genes from families outside the Poaceae clustered separately from the five Poaceae clades (Fig', ' The reconstruction and characterization of TPS-a ancestor enzymes Most of the enzymes in clades Iâ€“III share clade-specific catalytic features, catalyzing either a common initial cyclization or having the same substrate specificity (Table  1; Fig', ' The Poaceae  TPS-a genes in clades Iâ€“V encode enzymes with distinct catalytic features A literature survey of the properties of the Poaceae  TPS-a encoded enzymes characterized to date revealed that clades Iâ€“V have distinctive catalytic features (Table  1)', ' Characterization of TPS-a enzymes from maize and  Brachypodium distachyon To provide more information about the differences among these Poaceae  TPS-a clades, we characterized three previously unstudied  TPS-a genes from maize and two  TPS-a genes from  B', '  distachyon, a species from which no TPS has been characterized so far', ' The selected terpene synthases belong to clade I (maize ZmTPS20-Del and ZmTPS22-Del,  B', '  distachyon Bradi3g15956), and clade III (maize ZmTPS15-B73)', ' The three clade I enzymes ZmTPS20-Del, ZmTPS22-Del, and Bradi3g14710 showed exclusively sesquiterpene synthase activity and produced sesquiterpenes derived by either an initial C10-C1 closure or an initial C11-C1 closure, corresponding to the properties of clade I enzymes in the literature', ' ZmTPS20-Del produced mainly germacrene A (C10-C1 closure), which appeared as the thermal rearrangement product Î_-elemene in the traces of the GC chromatograms (Fig', ' ZmTPS22-Del produced a complex mixture of sesquiterpenes with the bicyclic Î_-copaene (C10-C1 closure) as the major component (Fig', ' In contrast to ZmTPS20-Del and ZmTPS22-Del, Bradi3g14710 had higher product specificity and formed ( E)-Î_-caryophyllene (C11-C1 closure) with trace amounts of Î±-humulene and germacrene A (Fig', ' Maize ZmTPS15-B73 showed no activity when provided with ( E, E)-FPP', ' Subcellular localization prediction using three different algorithms revealed the presence of an N-terminal transit peptide for plastid localization (Supplemental Figure S3), indicating that ZmTPS15-B73 likely acts as a monoterpene synthase in maize plastids'",terpene synthase
15,/Users/sagar/Desktop/me/corpus/tps_plant/PMC4447455/eupmc_result.json,PMC4447455,NaN," Furthermore, a highly conserved aspartate-rich DxDD motif, characteristic of class II diTPS, which is required for the protonation-dependent cyclization of GGDP, was detected in the SfCPS sequence ( S1 Fig)', ' Miltiradiene is produced in coupled assays with SfCPS and SfKSL Next, the two diTPSs enzymatic activities were additionally assayed in yeast cells by recombinant expression and in  N', '  cerevisiae strain AM104, which carries a chromosomal integration of  Cistus creticus GGDP synthase ( CcGGDPS1)  29, was co-transformed with the two diTPS of interest lacking the predicted transit peptide'",terpene synthase
16,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3320957/eupmc_result.json,PMC3320957,NaN,,NaN
17,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6742361/eupmc_result.json,PMC6742361,NaN," Purple Kush reads were mapped onto a cDNA set representing the 55 predicted TPS genes using HISAT2  24, and converted to RPMK values with the R ballgown module  14', ' Looking at total gene expression across the six tissue types, almost 45% of TPS gene expression occurs in the mid flower sample, while about 10% of expression occurs in roots', ' Transcripts are detected for 54 genes, but the top five TPS1, TPS5, TPS18, TPS7, TPS14 constitute about 70% of total TPS gene expression (this set includes synthases for D-limonene, Î_-myrcene and Î_-eudesmol,  7)', ' One or two tissues tend to dominate expression for any given TPS, with the top tissue on average accounting for about 60% of total expression', ' TPS6, the Î_-ocimene synthase is the only functionally characterized synthase in this set, but nine out of the ten are TPS-b genes and thus expected to be monoterpene synthases', ' The less abundant terpenes, such as the acyclic monoterpenes Î_- and cis-ocimene (made by TPS6 and TPS13, respectively,  7), or the acyclic sesquiterpenes Î±-and Î_-farnesene, also vary from undetectable levels to being major components in other cultivars', ' So far, two enzymes have been characterized that produce Î_-myrcene as sole product, TPS3 and TPS30  7, which would lead you to suspect Î_-myrcene should be fairly isolated', ' But TPS5, which is a highly expressed gene in Purple Kush (see  Fig 4 below), has been shown to produce approximately equal amounts of Î_-myrcene and Î±-pinene  7', ' Cis-ocimene is produced as a single product by TPS13  7, and shows no correlation to other terpenes ( Fig 3)', ' TPS9 has been shown to produce a mixture of Î_-caryophyllene and Î±-humulene at a ratio of about 2', ' The linear relationship between the cyclic monoterpenes Î±-and Î_-terpinene can be explained by the fact that TPS33 has been shown to make these two molecules in approximately equal proportions  7', ' Although TPS4 and TPS9 have identical active site residues, and are 97% identical at the protein level, TPS4 makes primarily alloaromadendrene with side products including Î±-humulene, while TPS9 produces Î_-caryophyllene and Î±-humulene  7', ' Terpene synthase family structure and genomic organization There are two arrays of five genes each, one containing TPS-a genes, and the other TPS-b genes', ' The first of these spans 135kB, and contains four closely related sesquiterpene synthases, sharing an average of 90% amino acid identity, and including TPS8 (the Î_-eudesmol, valencene synthase  7), and a fifth gene, TPS32, that is slightly more distant at around 81% identity', ' From a sequence similarity standpoint, TPS7 would be expected to be found in this cluster, but no convincing candidate was found in the Jamaican Lion, Pineapple Banana Bubba Kush (GenBank accession GCA_002090435', ' The TPS7 gene is clearly expressed, however, in Purple Kush ( Fig 4), so failure to find a copy is most likely due to the incomplete nature of the genome assemblies', ' The second of these five gene arrays spans 225kB and includes TPS5, a Î_-myrcene / Î±-pinene synthase  7 and, four uncharacterized monoterpene synthases', ' TPS5, on the other hand, is on average 73% identical to the four root specific synthases, is one of the longer TPS genes at about 8500 bp, including UTRs, and has a very different expression pattern (see below,  Fig 6)', '  sativa TPS genes have been functionally characterized and described at the cDNA level, and in the same study about half of the TPS family was detected at least as an initial sequence similarity hit  7', ' Our strategy started with blast searches to identify gene containing regions, followed by exonerate searches with the most similar reference TPS sequence as query in order to estimate gene models', ' The total number of active TPS genes in  C', ' While product profile cannot yet be predicted from protein sequence  6, based on protein similarity we can classify by family, using the characterized TPS1 limonene synthase sequence from  C', '  sativa  12 and the  Mentha spicata limonene synthase  23 as exemplars for classification of the TPS-b family, and the characterized TPS9 Î_-caryophyllene / Î±-humulene synthase from  C', '  sativa  7 and the  Abies grandis Î_-humulene synthase as exemplars for identification of TPS-a family members', ' The exemplar for the TPS-c family was KSG_ARATH, the  Arabidopsis ent-kaur-16-ene synthase', ' The TPS-a family is primarily responsible for sesquiterpene synthesis, TPS-b accounts for monoterpene synthesis and TPS-c accounts for diterpene synthesis  10', ' sativa TPS family breaks down into 26 TPS-b monoterpene synthases, 21 TPS-a sesquiterpene synthases and four TPS-c diterpene synthases', ' Total expression in Purple Kush is dominated by just a few genes TPS1, TPS18 and TPS5, but there are 16 genes each accounting for at least 1% of total transcription, and 23 accounting for at least 0', '5% of total TPS gene expression', ' The largest TPS cluster contains 11 TPS-b genes, including characterized genes TPS1, TPS2, TPS3 and TPS33, spread over about a megabase, with sections of intervening unrelated genes', ' Finally, we compared the longest intron in each TPS gene against the longest introns per gene across the entire transcriptome', ' The length distribution for the longest introns is shown in  Fig 8 (median = 713 bp, mean = 1030 bp), with the longest TPS introns shown as red arrows', ' The mean length for the longest TPS introns, 2424 bp, is in the top 11% of longest introns across the whole transcriptome, and some TPS introns are among the longest in  C', '  sativa TPS family shows consistent patterns that are highly conserved across angiosperms, gymnosperms, and even bryophytes  1, 25 The TPS-a and TPS-b subfamilies, encoding sesquiterpene and monoterpene synthases respectively, tend very strongly to have seven exons, (sometimes containing 5â€™- or 3â€™-UTRs in separate exons)', ' Members of the TPS-c family, which is primarily responsible for diterpenes, typically have 15 exons  1, similar to what we observe', '  sativa TPS family is conserved, gene sizes vary across a nearly eightfold range from TPS37 at 2223 bp to TPS4-like at almost 19 kbp', ' Most of this variation comes from intron size, from the very compact TPS37 at 135% of coding sequence length, to TPS4-like at 1150% of coding length', ' The average intron size for the TPS synthase genes is 984 bp with a median of 673 bp, but many of these genes have one or two exceptionally large introns', ' 70% of these genes have at least one intron longer than 1000 bp, and 11 have an intron longer than 5000 bp (the longest is in TPS4-like at 8672 bp)'",terpene synthase
18,/Users/sagar/Desktop/me/corpus/tps_plant/PMC2835961/eupmc_result.json,PMC2835961,"Ecology', 'Evolution', 'Kiwifruit', 'Flower', 'Volatile', 'Dioecy', 'Terpene'",,NaN
19,/Users/sagar/Desktop/me/corpus/tps_plant/PMC6345374/eupmc_result.json,PMC6345374,"Antagonistic effect', 'synergistic effect', 'Recovery Kinetics', 'Stomatal Ozone Uptake', 'Time-delay Analysis', 'Acute Ozone Stress', '1,8-Cineole Synthase', 'Isoledene Synthase', 'Terpene Synthase Gene Expression'",,NaN
20,/Users/sagar/Desktop/me/corpus/tps_plant/PMC7412557/eupmc_result.json,PMC7412557,"Metabolites', 'Transcription factors', 'plant defense', 'Panicum virgatum', 'aphids', 'Transcriptomes', 'Gene-Networks', 'Hybrid Switchgrass'"," Recently, switchgrass terpene synthases (TPS) have been classified, many have been biochemically characterized, and several shown to be induced after herbivory by fall armyworm ( Spodoptera frugiperda) ( Pelot et\xa0al', ' GB and YSA feeding induced upregulation of several TPS genes ( Figure 6A)', ' There was a significant induction of specific mono/sesqui TPS genes by 5DAI in response to both aphids', ' Sustained upregulation of class I and class II di-TPS through 10DAI and 15DAI was more prevalent in plants subjected to herbivory by GB as compared to YSA ( Figure 6A), although a cluster of class II di-TPS genes were upregulated by both GB and YSA herbivory', ' As with the TPS genes, GB herbivory induced a rapid upregulation by 5DAI, whereas maximal expression of these genes was observed at 15DAI in plants infested with YSA ( Figure 6B)'",terpene synthase
21,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3545830/eupmc_result.json,PMC3545830,,,
 12x genome of Jaillon  et al. (2007), they are predicted by the Gnomon algorithm, which draws on supporting evidence such as ESTs and alignments to orthologous transcripts and proteins,720 annotated transcripts, or can be carried out through the use of algorithmic predictions of splice junctions  38. However, its high reported heterozygosity
22,/Users/sagar/Desktop/me/corpus/tps_plant/PMC3516569/eupmc_result.json,PMC3516569,,,
des of pathogenicity, we have identified numerous protein domains and multi-gene families that are expanded in pathogens of cereal or trees, when compared to the other Dothideomycetes. Their role is generally unknown, the power of comparative genomics is huge and will become increasingly important as more genomes are sequenced. For fungi in general and  Dothideomycetes in particular the field is ascending rapidly. Several other  Dothideomycetes have been sequenced or are in progress and will provide greater representation of the extensive pathogenic and ecological diversity in this largest class of fungi. Completion of the 1000 Fungal Genomes project ( http://jgi.doe.gov/fungi) at the US DOE Joint Genome Institute plus numerous genomes sequenced through other initiatives provide a huge wealth of virtually untapped resources for future progress in understanding fungal biology and evolution. There are large variations in genome size between the  Dothideomycetes, but the observation that in one case in  L. maculans all the genes in one conserved block of genes are up-regulated during plant infection suggests that co-regulation may be an important factor in pathogenesis. We have shown that genes for effector proteins, occur often in close proximity to transposable elements (TEs) in several  Dothideomycetes. TEs are frequently a target of Repeat Induced Point (RIP) mutations
